Name,SC_PSNR
Simulated_V7\030_OrigSim7Vcomp.jpg,0.7375
Simulated_V7\031_OrigSim7Vcomp.jpg,1.05
Simulated_V7\034_OrigSim7Vcomp.jpg,1.1125
Simulated_V7\039_OrigSim7Vcomp.jpg,0.425
Simulated_V7\040_OrigSim7Vcomp.jpg,0.3625
Simulated_V7\041_OrigSim7Vcomp.jpg,0.4875
Simulated_V7\042_OrigSim7Vcomp.jpg,0.3
Simulated_V7\043_OrigSim7Vcomp.jpg,0.175
Simulated_V7\044_OrigSim7Vcomp.jpg,0.425
Simulated_V7\045_OrigSim7Vcomp.jpg,0.3
Simulated_V7\046_OrigSim7Vcomp.jpg,0.6125
Simulated_V7\047_OrigSim7Vcomp.jpg,0.9875
Simulated_V7\048_OrigSim7Vcomp.jpg,0.55
Simulated_V7\049_OrigSim7Vcomp.jpg,0.3
Simulated_V7\050_OrigSim7Vcomp.jpg,0.4875
Simulated_V7\051_OrigSim7Vcomp.jpg,0.425
Simulated_V7\052_OrigSim7Vcomp.jpg,0.8
Simulated_V7\053_OrigSim7Vcomp.jpg,0.425
Simulated_V7\055_OrigSim7Vcomp.jpg,0.55
Simulated_V7\056_OrigSim7Vcomp.jpg,1.6125
Simulated_V7\057_OrigSim7Vcomp.jpg,0.3625
Simulated_V7\058_OrigSim7Vcomp.jpg,0.55
Simulated_V7\059_OrigSim7Vcomp.jpg,0.2375
Simulated_V7\060_OrigSim7Vcomp.jpg,0.4875
Simulated_V7\061_OrigSim7Vcomp.jpg,0.4875
Simulated_V7\062_OrigSim7Vcomp.jpg,0.425
Simulated_V7\063_OrigSim7Vcomp.jpg,0.3
Simulated_V7\064_OrigSim7Vcomp.jpg,0.3625
Simulated_V7\065_OrigSim7Vcomp.jpg,0.7375
Simulated_V7\066_OrigSim7Vcomp.jpg,0.4875
Simulated_V7\067_OrigSim7Vcomp.jpg,0.4875
Simulated_V7\068_OrigSim7Vcomp.jpg,0.3625
Simulated_V7\069_OrigSim7Vcomp.jpg,0.3625
Simulated_V7\070_OrigSim7Vcomp.jpg,0.425
Simulated_V7\071_OrigSim7Vcomp.jpg,0.7375
Simulated_V7\072_OrigSim7Vcomp.jpg,0.3
Simulated_V7\073_OrigSim7Vcomp.jpg,0.8
Simulated_V7\075_OrigSim7Vcomp.jpg,0.55
Simulated_V7\076_OrigSim7Vcomp.jpg,0.3625
Simulated_V7\077_OrigSim7Vcomp.jpg,0.425
Simulated_V7\078_OrigSim7Vcomp.jpg,0.4875
Simulated_V7\079_OrigSim7Vcomp.jpg,0.8
Simulated_V7\080_OrigSim7Vcomp.jpg,0.3625
Simulated_V7\081_OrigSim7Vcomp.jpg,0.425
Simulated_V7\082_OrigSim7Vcomp.jpg,0.425
Simulated_V7\084_OrigSim7Vcomp.jpg,0.3625
Simulated_V7\085_OrigSim7Vcomp.jpg,0.4875
Simulated_V7\087_OrigSim7Vcomp.jpg,0.3625
Simulated_V7\088_OrigSim7Vcomp.jpg,0.425
Simulated_V7\089_OrigSim7Vcomp.jpg,0.4875
Simulated_V7\090_OrigSim7Vcomp.jpg,0.6125
Simulated_V7\091_OrigSim7Vcomp.jpg,0.4875
Simulated_V7\092_OrigSim7Vcomp.jpg,0.675
Simulated_V7\093_OrigSim7Vcomp.jpg,0.4875
Simulated_V7\095_OrigSim7Vcomp.jpg,0.7375
Simulated_V7\096_OrigSim7Vcomp.jpg,0.3
Simulated_V7\097_OrigSim7Vcomp.jpg,0.8
Simulated_V7\099_OrigSim7Vcomp.jpg,0.3625
Simulated_V7\100_OrigSim7Vcomp.jpg,0.6125
Simulated_V7\103_OrigSim7Vcomp.jpg,0.8
Simulated_V7\104_OrigSim7Vcomp.jpg,0.925
Simulated_V7\105_OrigSim7Vcomp.jpg,0.9875
Simulated_V7\106_OrigSim7Vcomp.jpg,0.925
Simulated_V7\107_OrigSim7Vcomp.jpg,0.6125
Simulated_V7\108_OrigSim7Vcomp.jpg,0.7375
Simulated_V7\109_OrigSim7Vcomp.jpg,0.9875
Simulated_V7\110_OrigSim7Vcomp.jpg,1.175
Simulated_V7\113_OrigSim7Vcomp.jpg,0.6125
Simulated_V7\114_OrigSim7Vcomp.jpg,0.3625
Simulated_V7\116_OrigSim7Vcomp.jpg,1.2375
Simulated_V7\117_OrigSim7Vcomp.jpg,1.3625
Simulated_V7\118_OrigSim7Vcomp.jpg,1.55
Simulated_V7\119_OrigSim7Vcomp.jpg,0.425
Simulated_V7\120_OrigSim7Vcomp.jpg,0.425
Simulated_V7\121_OrigSim7Vcomp.jpg,1.2375
Simulated_V7\125_OrigSim7Vcomp.jpg,1.3
Simulated_V7\126_OrigSim7Vcomp.jpg,0.3
Simulated_V7\128_OrigSim7Vcomp.jpg,0.4875
Simulated_V7\130_OrigSim7Vcomp.jpg,1.4875
Simulated_V7\131_OrigSim7Vcomp.jpg,0.3625
Simulated_V7\133_OrigSim7Vcomp.jpg,0.2375
Simulated_V7\134_OrigSim7Vcomp.jpg,0.925
Simulated_V7\135_OrigSim7Vcomp.jpg,0.4875
Simulated_V7\140_OrigSim7Vcomp.jpg,0.6125
Simulated_V7\142_OrigSim7Vcomp.jpg,0.425
Simulated_V7\143_OrigSim7Vcomp.jpg,0.7375
Simulated_V7\144_OrigSim7Vcomp.jpg,1.8
Simulated_V7\145_OrigSim7Vcomp.jpg,0.425
Simulated_V7\146_OrigSim7Vcomp.jpg,0.6125
Simulated_V7\148_OrigSim7Vcomp.jpg,0.4875
Simulated_V7\150_OrigSim7Vcomp.jpg,0.3625
Simulated_V7\152_OrigSim7Vcomp.jpg,0.925
Simulated_V7\153_OrigSim7Vcomp.jpg,0.9875
Simulated_V7\154_OrigSim7Vcomp.jpg,0.3625
Simulated_V7\155_OrigSim7Vcomp.jpg,0.175
Simulated_V7\156_OrigSim7Vcomp.jpg,0.425
Simulated_V7\157_OrigSim7Vcomp.jpg,0.7375
Simulated_V7\158_OrigSim7Vcomp.jpg,0.3625
Simulated_V7\159_OrigSim7Vcomp.jpg,1.05
Simulated_V7\160_OrigSim7Vcomp.jpg,0.675
Simulated_V7\161_OrigSim7Vcomp.jpg,0.8
Simulated_V7\162_OrigSim7Vcomp.jpg,0.3625
Simulated_V7\163_OrigSim7Vcomp.jpg,0.675
Simulated_V7\165_OrigSim7Vcomp.jpg,0.8
Simulated_V7\166_OrigSim7Vcomp.jpg,0.3625
Simulated_V7\167_OrigSim7Vcomp.jpg,0.425
Simulated_V7\168_OrigSim7Vcomp.jpg,0.55
Simulated_V7\169_OrigSim7Vcomp.jpg,0.3
Simulated_V7\170_OrigSim7Vcomp.jpg,0.3
Simulated_V7\171_OrigSim7Vcomp.jpg,0.925
Simulated_V7\172_OrigSim7Vcomp.jpg,1.4875
Simulated_V7\173_OrigSim7Vcomp.jpg,0.2375
Simulated_V7\174_OrigSim7Vcomp.jpg,0.3
Simulated_V7\175_OrigSim7Vcomp.jpg,0.425
Simulated_V7\181_OrigSim7Vcomp.jpg,0.425
Simulated_V7\184_OrigSim7Vcomp.jpg,0.8625
Simulated_V7\185_OrigSim7Vcomp.jpg,0.675
Simulated_V7\188_OrigSim7Vcomp.jpg,0.55
Simulated_V7\193_OrigSim7Vcomp.jpg,0.3
Simulated_V7\195_OrigSim7Vcomp.jpg,0.675
Simulated_V7\196_OrigSim7Vcomp.jpg,0.675
Simulated_V7\198_OrigSim7Vcomp.jpg,0.6125
Simulated_V7\199_OrigSim7Vcomp.jpg,0.6125
Simulated_V7\202_OrigSim7Vcomp.jpg,1.175
Simulated_V7\204_OrigSim7Vcomp.jpg,0.425
Simulated_V7\206_OrigSim7Vcomp.jpg,1.675
Simulated_V7\207_OrigSim7Vcomp.jpg,0.6125
Simulated_V7\208_OrigSim7Vcomp.jpg,0.8
Simulated_V7\209_OrigSim7Vcomp.jpg,0.3
Simulated_V7\210_OrigSim7Vcomp.jpg,0.6125
Simulated_V7\212_OrigSim7Vcomp.jpg,1.05
Simulated_V7\213_OrigSim7Vcomp.jpg,0.2375
Simulated_V7\214_OrigSim7Vcomp.jpg,0.925
Simulated_V7\215_OrigSim7Vcomp.jpg,0.7375
Simulated_V7\216_OrigSim7Vcomp.jpg,0.175
Simulated_V7\218_OrigSim7Vcomp.jpg,0.3625
Simulated_V7\219_OrigSim7Vcomp.jpg,0.3
Simulated_V7\220_OrigSim7Vcomp.jpg,1.7375
Simulated_V7\222_OrigSim7Vcomp.jpg,0.8625
Simulated_V7\223_OrigSim7Vcomp.jpg,0.55
Simulated_V7\224_OrigSim7Vcomp.jpg,0.2375
Simulated_V7\225_OrigSim7Vcomp.jpg,1.6125
Simulated_V7\226_OrigSim7Vcomp.jpg,0.2375
Simulated_V7\227_OrigSim7Vcomp.jpg,0.3
Simulated_V7\228_OrigSim7Vcomp.jpg,0.4875
Simulated_V7\229_OrigSim7Vcomp.jpg,0.175
Simulated_V7\230_OrigSim7Vcomp.jpg,0.425
,
Simulated_V8\025_OrigSim8Vcomp.jpg,0.675
Simulated_V8\026_OrigSim8Vcomp.jpg,0.4875
Simulated_V8\027_OrigSim8Vcomp.jpg,0.4875
,
Simulated_V8\029_OrigSim8Vcomp.jpg,0.675
Simulated_V8\030_OrigSim8Vcomp.jpg,0.8
Simulated_V8\031_OrigSim8Vcomp.jpg,1.425
Simulated_V8\034_OrigSim8Vcomp.jpg,2.4875
Simulated_V8\039_OrigSim8Vcomp.jpg,0.55
Simulated_V8\040_OrigSim8Vcomp.jpg,0.3625
Simulated_V8\041_OrigSim8Vcomp.jpg,0.425
Simulated_V8\042_OrigSim8Vcomp.jpg,0.3
Simulated_V8\043_OrigSim8Vcomp.jpg,0.2375
Simulated_V8\044_OrigSim8Vcomp.jpg,0.425
Simulated_V8\045_OrigSim8Vcomp.jpg,0.4875
Simulated_V8\046_OrigSim8Vcomp.jpg,0.9875
Simulated_V8\047_OrigSim8Vcomp.jpg,1.6125
Simulated_V8\048_OrigSim8Vcomp.jpg,0.55
Simulated_V8\049_OrigSim8Vcomp.jpg,0.3
Simulated_V8\050_OrigSim8Vcomp.jpg,0.55
Simulated_V8\051_OrigSim8Vcomp.jpg,0.4875
Simulated_V8\052_OrigSim8Vcomp.jpg,1.2375
Simulated_V8\053_OrigSim8Vcomp.jpg,0.4875
Simulated_V8\055_OrigSim8Vcomp.jpg,0.6125
Simulated_V8\056_OrigSim8Vcomp.jpg,2.925
Simulated_V8\057_OrigSim8Vcomp.jpg,0.4875
Simulated_V8\058_OrigSim8Vcomp.jpg,0.6125
Simulated_V8\059_OrigSim8Vcomp.jpg,0.3625
Simulated_V8\060_OrigSim8Vcomp.jpg,0.4875
Simulated_V8\061_OrigSim8Vcomp.jpg,0.55
Simulated_V8\062_OrigSim8Vcomp.jpg,0.55
Simulated_V8\063_OrigSim8Vcomp.jpg,0.425
Simulated_V8\064_OrigSim8Vcomp.jpg,0.425
Simulated_V8\065_OrigSim8Vcomp.jpg,0.6125
Simulated_V8\066_OrigSim8Vcomp.jpg,0.6125
Simulated_V8\067_OrigSim8Vcomp.jpg,0.4875
Simulated_V8\068_OrigSim8Vcomp.jpg,0.4875
Simulated_V8\069_OrigSim8Vcomp.jpg,0.425
Simulated_V8\070_OrigSim8Vcomp.jpg,0.4875
Simulated_V8\071_OrigSim8Vcomp.jpg,1.175
Simulated_V8\072_OrigSim8Vcomp.jpg,0.425
Simulated_V8\073_OrigSim8Vcomp.jpg,0.425
Simulated_V8\075_OrigSim8Vcomp.jpg,0.3625
Simulated_V8\076_OrigSim8Vcomp.jpg,0.4875
Simulated_V8\077_OrigSim8Vcomp.jpg,0.55
Simulated_V8\078_OrigSim8Vcomp.jpg,0.425
Simulated_V8\079_OrigSim8Vcomp.jpg,1.05
Simulated_V8\080_OrigSim8Vcomp.jpg,0.4875
Simulated_V8\081_OrigSim8Vcomp.jpg,0.6125
Simulated_V8\082_OrigSim8Vcomp.jpg,0.4875
Simulated_V8\084_OrigSim8Vcomp.jpg,0.425
Simulated_V8\085_OrigSim8Vcomp.jpg,0.4875
Simulated_V8\087_OrigSim8Vcomp.jpg,0.4875
Simulated_V8\088_OrigSim8Vcomp.jpg,0.675
Simulated_V8\089_OrigSim8Vcomp.jpg,0.6125
Simulated_V8\090_OrigSim8Vcomp.jpg,1.1125
Simulated_V8\091_OrigSim8Vcomp.jpg,0.4875
Simulated_V8\092_OrigSim8Vcomp.jpg,0.9875
Simulated_V8\093_OrigSim8Vcomp.jpg,0.6125
Simulated_V8\095_OrigSim8Vcomp.jpg,1.05
Simulated_V8\096_OrigSim8Vcomp.jpg,0.4875
Simulated_V8\097_OrigSim8Vcomp.jpg,1.3
Simulated_V8\099_OrigSim8Vcomp.jpg,0.675
Simulated_V8\100_OrigSim8Vcomp.jpg,0.8
Simulated_V8\103_OrigSim8Vcomp.jpg,1.2375
Simulated_V8\104_OrigSim8Vcomp.jpg,1.1125
Simulated_V8\105_OrigSim8Vcomp.jpg,1.3625
Simulated_V8\106_OrigSim8Vcomp.jpg,1.175
Simulated_V8\107_OrigSim8Vcomp.jpg,0.925
Simulated_V8\108_OrigSim8Vcomp.jpg,0.9875
Simulated_V8\109_OrigSim8Vcomp.jpg,1.6125
Simulated_V8\110_OrigSim8Vcomp.jpg,1.7375
Simulated_V8\113_OrigSim8Vcomp.jpg,0.8
Simulated_V8\114_OrigSim8Vcomp.jpg,0.55
Simulated_V8\116_OrigSim8Vcomp.jpg,1.925
Simulated_V8\117_OrigSim8Vcomp.jpg,2.6125
Simulated_V8\118_OrigSim8Vcomp.jpg,2.925
Simulated_V8\119_OrigSim8Vcomp.jpg,0.425
Simulated_V8\120_OrigSim8Vcomp.jpg,0.55
Simulated_V8\121_OrigSim8Vcomp.jpg,2.425
Simulated_V8\125_OrigSim8Vcomp.jpg,2.1125
Simulated_V8\126_OrigSim8Vcomp.jpg,0.6125
Simulated_V8\128_OrigSim8Vcomp.jpg,0.7375
,
Simulated_V8\131_OrigSim8Vcomp.jpg,0.4875
Simulated_V8\133_OrigSim8Vcomp.jpg,0.3
Simulated_V8\134_OrigSim8Vcomp.jpg,1.425
Simulated_V8\135_OrigSim8Vcomp.jpg,0.6125
Simulated_V8\140_OrigSim8Vcomp.jpg,0.8
Simulated_V8\142_OrigSim8Vcomp.jpg,0.55
Simulated_V8\143_OrigSim8Vcomp.jpg,1.6125
Simulated_V8\144_OrigSim8Vcomp.jpg,0.675
Simulated_V8\145_OrigSim8Vcomp.jpg,0.425
Simulated_V8\146_OrigSim8Vcomp.jpg,0.8
Simulated_V8\148_OrigSim8Vcomp.jpg,0.425
Simulated_V8\150_OrigSim8Vcomp.jpg,0.425
Simulated_V8\152_OrigSim8Vcomp.jpg,0.7375
Simulated_V8\153_OrigSim8Vcomp.jpg,0.8625
Simulated_V8\154_OrigSim8Vcomp.jpg,0.425
Simulated_V8\155_OrigSim8Vcomp.jpg,0.2375
Simulated_V8\156_OrigSim8Vcomp.jpg,0.3
Simulated_V8\157_OrigSim8Vcomp.jpg,0.3625
Simulated_V8\158_OrigSim8Vcomp.jpg,0.425
Simulated_V8\159_OrigSim8Vcomp.jpg,0.675
Simulated_V8\160_OrigSim8Vcomp.jpg,0.55
Simulated_V8\161_OrigSim8Vcomp.jpg,0.675
Simulated_V8\162_OrigSim8Vcomp.jpg,0.3625
Simulated_V8\163_OrigSim8Vcomp.jpg,0.8625
Simulated_V8\165_OrigSim8Vcomp.jpg,0.8
Simulated_V8\166_OrigSim8Vcomp.jpg,0.4875
Simulated_V8\167_OrigSim8Vcomp.jpg,0.4875
Simulated_V8\168_OrigSim8Vcomp.jpg,0.4875
Simulated_V8\169_OrigSim8Vcomp.jpg,0.2375
Simulated_V8\170_OrigSim8Vcomp.jpg,0.3
Simulated_V8\171_OrigSim8Vcomp.jpg,1.1125
,
Simulated_V8\173_OrigSim8Vcomp.jpg,0.4875
Simulated_V8\174_OrigSim8Vcomp.jpg,0.4875
Simulated_V8\175_OrigSim8Vcomp.jpg,0.55
Simulated_V8\181_OrigSim8Vcomp.jpg,0.4875
Simulated_V8\184_OrigSim8Vcomp.jpg,1.2375
Simulated_V8\185_OrigSim8Vcomp.jpg,0.925
Simulated_V8\188_OrigSim8Vcomp.jpg,0.8625
Simulated_V8\193_OrigSim8Vcomp.jpg,0.4875
Simulated_V8\195_OrigSim8Vcomp.jpg,0.8
Simulated_V8\196_OrigSim8Vcomp.jpg,0.925
Simulated_V8\198_OrigSim8Vcomp.jpg,0.8
Simulated_V8\199_OrigSim8Vcomp.jpg,0.8
Simulated_V8\202_OrigSim8Vcomp.jpg,2.1125
Simulated_V8\204_OrigSim8Vcomp.jpg,0.55
Simulated_V8\206_OrigSim8Vcomp.jpg,2.925
Simulated_V8\207_OrigSim8Vcomp.jpg,0.8
Simulated_V8\208_OrigSim8Vcomp.jpg,1.175
Simulated_V8\209_OrigSim8Vcomp.jpg,0.4875
Simulated_V8\210_OrigSim8Vcomp.jpg,0.675
Simulated_V8\212_OrigSim8Vcomp.jpg,1.425
Simulated_V8\213_OrigSim8Vcomp.jpg,0.55
Simulated_V8\214_OrigSim8Vcomp.jpg,1.3625
Simulated_V8\215_OrigSim8Vcomp.jpg,1.05
Simulated_V8\216_OrigSim8Vcomp.jpg,0.3625
Simulated_V8\218_OrigSim8Vcomp.jpg,0.55
Simulated_V8\219_OrigSim8Vcomp.jpg,0.3625
Simulated_V8\220_OrigSim8Vcomp.jpg,2.925
Simulated_V8\222_OrigSim8Vcomp.jpg,1.2375
Simulated_V8\223_OrigSim8Vcomp.jpg,0.675
Simulated_V8\224_OrigSim8Vcomp.jpg,0.55
Simulated_V8\225_OrigSim8Vcomp.jpg,2.925
Simulated_V8\226_OrigSim8Vcomp.jpg,0.425
Simulated_V8\227_OrigSim8Vcomp.jpg,0.3625
Simulated_V8\228_OrigSim8Vcomp.jpg,0.55
Simulated_V8\229_OrigSim8Vcomp.jpg,0.3625
Simulated_V8\230_OrigSim8Vcomp.jpg,0.4875
,
Simulated_V9\025_OrigSim9Vcomp.jpg,0.55
Simulated_V9\026_OrigSim9Vcomp.jpg,0.4875
Simulated_V9\027_OrigSim9Vcomp.jpg,0.425
Simulated_V9\028_OrigSim9Vcomp.jpg,2.3625
Simulated_V9\029_OrigSim9Vcomp.jpg,0.675
Simulated_V9\030_OrigSim9Vcomp.jpg,0.7375
Simulated_V9\031_OrigSim9Vcomp.jpg,0.925
Simulated_V9\034_OrigSim9Vcomp.jpg,1.2375
Simulated_V9\039_OrigSim9Vcomp.jpg,0.425
Simulated_V9\040_OrigSim9Vcomp.jpg,0.3
Simulated_V9\041_OrigSim9Vcomp.jpg,0.3625
Simulated_V9\042_OrigSim9Vcomp.jpg,0.2375
Simulated_V9\043_OrigSim9Vcomp.jpg,0.175
Simulated_V9\044_OrigSim9Vcomp.jpg,0.3
Simulated_V9\045_OrigSim9Vcomp.jpg,0.3625
Simulated_V9\046_OrigSim9Vcomp.jpg,0.675
Simulated_V9\047_OrigSim9Vcomp.jpg,0.9875
Simulated_V9\048_OrigSim9Vcomp.jpg,0.425
Simulated_V9\049_OrigSim9Vcomp.jpg,0.2375
Simulated_V9\050_OrigSim9Vcomp.jpg,0.425
Simulated_V9\051_OrigSim9Vcomp.jpg,0.425
Simulated_V9\052_OrigSim9Vcomp.jpg,0.8
Simulated_V9\053_OrigSim9Vcomp.jpg,0.425
Simulated_V9\055_OrigSim9Vcomp.jpg,0.4875
Simulated_V9\056_OrigSim9Vcomp.jpg,2.4875
Simulated_V9\057_OrigSim9Vcomp.jpg,0.425
Simulated_V9\058_OrigSim9Vcomp.jpg,0.55
Simulated_V9\059_OrigSim9Vcomp.jpg,0.3
Simulated_V9\060_OrigSim9Vcomp.jpg,0.3625
Simulated_V9\061_OrigSim9Vcomp.jpg,0.4875
Simulated_V9\062_OrigSim9Vcomp.jpg,0.425
Simulated_V9\063_OrigSim9Vcomp.jpg,0.3
Simulated_V9\064_OrigSim9Vcomp.jpg,0.3625
Simulated_V9\065_OrigSim9Vcomp.jpg,0.55
Simulated_V9\066_OrigSim9Vcomp.jpg,0.4875
Simulated_V9\067_OrigSim9Vcomp.jpg,0.3625
Simulated_V9\068_OrigSim9Vcomp.jpg,0.3625
Simulated_V9\069_OrigSim9Vcomp.jpg,0.3625
Simulated_V9\070_OrigSim9Vcomp.jpg,0.425
Simulated_V9\071_OrigSim9Vcomp.jpg,0.7375
Simulated_V9\072_OrigSim9Vcomp.jpg,0.3625
Simulated_V9\073_OrigSim9Vcomp.jpg,0.3625
Simulated_V9\075_OrigSim9Vcomp.jpg,0.3
Simulated_V9\076_OrigSim9Vcomp.jpg,0.425
Simulated_V9\077_OrigSim9Vcomp.jpg,0.4875
Simulated_V9\078_OrigSim9Vcomp.jpg,0.3625
Simulated_V9\079_OrigSim9Vcomp.jpg,0.7375
Simulated_V9\080_OrigSim9Vcomp.jpg,0.425
Simulated_V9\081_OrigSim9Vcomp.jpg,0.4875
Simulated_V9\082_OrigSim9Vcomp.jpg,0.425
Simulated_V9\084_OrigSim9Vcomp.jpg,0.3625
Simulated_V9\085_OrigSim9Vcomp.jpg,0.425
Simulated_V9\087_OrigSim9Vcomp.jpg,0.425
Simulated_V9\088_OrigSim9Vcomp.jpg,0.4875
Simulated_V9\089_OrigSim9Vcomp.jpg,0.4875
Simulated_V9\090_OrigSim9Vcomp.jpg,0.7375
Simulated_V9\091_OrigSim9Vcomp.jpg,0.425
Simulated_V9\092_OrigSim9Vcomp.jpg,0.675
Simulated_V9\093_OrigSim9Vcomp.jpg,0.4875
Simulated_V9\095_OrigSim9Vcomp.jpg,0.675
Simulated_V9\096_OrigSim9Vcomp.jpg,0.3625
Simulated_V9\097_OrigSim9Vcomp.jpg,0.8
Simulated_V9\099_OrigSim9Vcomp.jpg,0.4875
Simulated_V9\100_OrigSim9Vcomp.jpg,0.55
Simulated_V9\103_OrigSim9Vcomp.jpg,0.8
Simulated_V9\104_OrigSim9Vcomp.jpg,0.8
Simulated_V9\105_OrigSim9Vcomp.jpg,0.8625
Simulated_V9\106_OrigSim9Vcomp.jpg,0.7375
Simulated_V9\107_OrigSim9Vcomp.jpg,0.6125
Simulated_V9\108_OrigSim9Vcomp.jpg,0.7375
Simulated_V9\109_OrigSim9Vcomp.jpg,0.925
Simulated_V9\110_OrigSim9Vcomp.jpg,0.9875
Simulated_V9\113_OrigSim9Vcomp.jpg,0.6125
Simulated_V9\114_OrigSim9Vcomp.jpg,0.425
Simulated_V9\116_OrigSim9Vcomp.jpg,1.1125
Simulated_V9\117_OrigSim9Vcomp.jpg,1.3
Simulated_V9\118_OrigSim9Vcomp.jpg,1.55
Simulated_V9\119_OrigSim9Vcomp.jpg,0.3625
Simulated_V9\120_OrigSim9Vcomp.jpg,0.425
Simulated_V9\121_OrigSim9Vcomp.jpg,1.2375
Simulated_V9\125_OrigSim9Vcomp.jpg,1.05
Simulated_V9\126_OrigSim9Vcomp.jpg,0.425
Simulated_V9\128_OrigSim9Vcomp.jpg,0.4875
Simulated_V9\130_OrigSim9Vcomp.jpg,1.7375
Simulated_V9\131_OrigSim9Vcomp.jpg,0.3625
Simulated_V9\133_OrigSim9Vcomp.jpg,0.2375
Simulated_V9\134_OrigSim9Vcomp.jpg,0.8625
Simulated_V9\135_OrigSim9Vcomp.jpg,0.425
Simulated_V9\140_OrigSim9Vcomp.jpg,0.6125
Simulated_V9\142_OrigSim9Vcomp.jpg,0.425
Simulated_V9\143_OrigSim9Vcomp.jpg,0.925
Simulated_V9\144_OrigSim9Vcomp.jpg,0.55
Simulated_V9\145_OrigSim9Vcomp.jpg,0.3625
Simulated_V9\146_OrigSim9Vcomp.jpg,0.6125
Simulated_V9\148_OrigSim9Vcomp.jpg,0.3625
Simulated_V9\150_OrigSim9Vcomp.jpg,0.3625
Simulated_V9\152_OrigSim9Vcomp.jpg,0.6125
Simulated_V9\153_OrigSim9Vcomp.jpg,0.7375
Simulated_V9\154_OrigSim9Vcomp.jpg,0.3625
Simulated_V9\155_OrigSim9Vcomp.jpg,0.175
Simulated_V9\156_OrigSim9Vcomp.jpg,0.2375
Simulated_V9\157_OrigSim9Vcomp.jpg,0.3625
Simulated_V9\158_OrigSim9Vcomp.jpg,0.3625
Simulated_V9\159_OrigSim9Vcomp.jpg,0.55
Simulated_V9\160_OrigSim9Vcomp.jpg,0.4875
Simulated_V9\161_OrigSim9Vcomp.jpg,0.6125
Simulated_V9\162_OrigSim9Vcomp.jpg,0.3
Simulated_V9\163_OrigSim9Vcomp.jpg,0.6125
Simulated_V9\165_OrigSim9Vcomp.jpg,0.6125
Simulated_V9\166_OrigSim9Vcomp.jpg,0.425
Simulated_V9\167_OrigSim9Vcomp.jpg,0.3625
Simulated_V9\168_OrigSim9Vcomp.jpg,0.425
Simulated_V9\169_OrigSim9Vcomp.jpg,0.175
Simulated_V9\170_OrigSim9Vcomp.jpg,0.2375
Simulated_V9\171_OrigSim9Vcomp.jpg,0.7375
Simulated_V9\172_OrigSim9Vcomp.jpg,1.55
Simulated_V9\173_OrigSim9Vcomp.jpg,0.3625
Simulated_V9\174_OrigSim9Vcomp.jpg,0.3625
Simulated_V9\175_OrigSim9Vcomp.jpg,0.425
Simulated_V9\181_OrigSim9Vcomp.jpg,0.425
Simulated_V9\184_OrigSim9Vcomp.jpg,0.8
Simulated_V9\185_OrigSim9Vcomp.jpg,0.6125
Simulated_V9\188_OrigSim9Vcomp.jpg,0.6125
Simulated_V9\193_OrigSim9Vcomp.jpg,0.425
Simulated_V9\195_OrigSim9Vcomp.jpg,0.6125
Simulated_V9\196_OrigSim9Vcomp.jpg,0.675
Simulated_V9\198_OrigSim9Vcomp.jpg,0.6125
Simulated_V9\199_OrigSim9Vcomp.jpg,0.6125
Simulated_V9\202_OrigSim9Vcomp.jpg,1.175
Simulated_V9\204_OrigSim9Vcomp.jpg,0.4875
Simulated_V9\206_OrigSim9Vcomp.jpg,1.8
Simulated_V9\207_OrigSim9Vcomp.jpg,0.55
Simulated_V9\208_OrigSim9Vcomp.jpg,0.8
Simulated_V9\209_OrigSim9Vcomp.jpg,0.3625
Simulated_V9\210_OrigSim9Vcomp.jpg,0.55
Simulated_V9\212_OrigSim9Vcomp.jpg,0.925
Simulated_V9\213_OrigSim9Vcomp.jpg,0.425
Simulated_V9\214_OrigSim9Vcomp.jpg,0.9875
Simulated_V9\215_OrigSim9Vcomp.jpg,0.675
Simulated_V9\216_OrigSim9Vcomp.jpg,0.3
Simulated_V9\218_OrigSim9Vcomp.jpg,0.4875
Simulated_V9\219_OrigSim9Vcomp.jpg,0.3625
Simulated_V9\220_OrigSim9Vcomp.jpg,2.925
Simulated_V9\222_OrigSim9Vcomp.jpg,0.8
Simulated_V9\223_OrigSim9Vcomp.jpg,0.55
Simulated_V9\224_OrigSim9Vcomp.jpg,0.425
Simulated_V9\225_OrigSim9Vcomp.jpg,1.9875
Simulated_V9\226_OrigSim9Vcomp.jpg,0.3625
Simulated_V9\227_OrigSim9Vcomp.jpg,0.3
Simulated_V9\228_OrigSim9Vcomp.jpg,0.425
Simulated_V9\229_OrigSim9Vcomp.jpg,0.3
Simulated_V9\230_OrigSim9Vcomp.jpg,0.425
,
Simulated_V10\025_OrigSim10Vcomp.jpg,0.55
Simulated_V10\026_OrigSim10Vcomp.jpg,0.4875
Simulated_V10\027_OrigSim10Vcomp.jpg,0.55
Simulated_V10\028_OrigSim10Vcomp.jpg,1.4875
Simulated_V10\029_OrigSim10Vcomp.jpg,0.55
Simulated_V10\030_OrigSim10Vcomp.jpg,0.7375
Simulated_V10\031_OrigSim10Vcomp.jpg,1.05
Simulated_V10\034_OrigSim10Vcomp.jpg,1.1125
Simulated_V10\039_OrigSim10Vcomp.jpg,0.425
Simulated_V10\040_OrigSim10Vcomp.jpg,0.3625
